Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRC36,2865.2835795142064,OUT045
FDV21,282.30143929630765,OUT019
FDB53,2506.9990636269017,OUT046
DRP47,569.9193056082569,OUT019
FDA14,2462.2110714435794,OUT013
DRC24,2545.7354500701977,OUT035
FDW21,1619.580209367559,OUT018
NCH29,1540.5926370339691,OUT046
FDU58,3095.7913343955156,OUT013
FDY27,2873.8125504747336,OUT017
FDV56,1660.5028829485611,OUT035
FDT59,3823.95520070934,OUT046
FDB23,3771.703216544798,OUT046
FDR49,758.8459829340022,OUT045
FDB03,572.2267485017793,OUT010
FDN39,2623.213972784499,OUT045
FDX02,5832.25285802705,OUT027
FDQ16,2900.1697394828543,OUT027
FDU35,1556.4628307151204,OUT018
NCT29,2009.6348791501919,OUT013
FDZ27,789.1745046718847,OUT046
FDN57,2036.234058113825,OUT017
FDA03,2430.340274574692,OUT018
FDZ36,3114.307151485052,OUT045
NCU05,1395.7898527745967,OUT013
FDT39,2392.6070685277587,OUT018
FDK60,1537.3144187014022,OUT017
FDZ25,2777.842561435906,OUT017
FDG12,2077.3789370521063,OUT046
DRB01,503.64087574977196,OUT019
NCC43,5830.6546983984845,OUT027
FDX13,565.4586354637667,OUT019
FDM22,869.6591380639055,OUT049
FDJ03,1073.1819334858078,OUT027
FDU14,3793.5429458480694,OUT018
FDB33,380.1065122157711,OUT010
FDP27,3104.0075477432906,OUT046
FDO38,158.08552204944093,OUT010
FDE28,5830.6546983984845,OUT027
FDO27,1510.226519785221,OUT035
DRL23,2894.5182683791463,OUT027
FDS28,968.1547460308685,OUT046
FDX24,1457.9265501904983,OUT013
FDZ02,1537.8875561122247,OUT035
FDL46,1921.284586853903,OUT045
FDS60,4799.633278321945,OUT027
NCO06,590.0446525228973,OUT017
FDO16,1354.6038531537101,OUT035
FDC60,1364.3178962671248,OUT049
FDA48,3445.3125772562225,OUT018
FDZ36,5200.994349633573,OUT027
FDK27,2034.9246615486554,OUT045
FDW23,606.2280418255867,OUT018
FDM14,1687.0226391723822,OUT018
FDM14,1652.865399850883,OUT013
FDW60,2824.9974705776376,OUT018
FDE21,1963.3409832899051,OUT013
NCM42,1662.2509244123128,OUT035
FDY59,229.69531809408,OUT010
DRI49,1313.925684543551,OUT049
FDT28,366.15431791826353,OUT019
FDQ22,609.2441832939531,OUT018
FDR60,1267.4460543143052,OUT049
FDC50,236.75411540100154,OUT019
FDV24,2419.7858906501897,OUT013
DRF48,488.3248397559671,OUT010
FDQ47,633.4044547619237,OUT046
DRN36,1532.9339754388293,OUT049
NCY06,2016.5644906023094,OUT035
FDE52,1381.9146407837397,OUT035
NCB54,2006.4657945166452,OUT045
NCF31,2508.2605910861766,OUT035
FDJ08,5233.536391830138,OUT027
NCC07,1649.0805174968827,OUT017
NCD19,1261.594835163314,OUT027
FDL46,1978.397587675418,OUT049
FDM20,4025.0947512146445,OUT045
NCI06,446.1313240372409,OUT010
DRM11,4206.891288299414,OUT035
NCH07,2487.26186753481,OUT018
FDS23,2030.860726576391,OUT013
FDO49,763.5834434696669,OUT018
FDS35,1068.8610475957184,OUT049
DRK39,1339.0914876190468,OUT045
DRI39,908.2228748471559,OUT049
FDV04,2527.388947481872,OUT017
NCN14,3062.7005661722055,OUT035
FDH08,3764.43693949382,OUT013
FDS20,3143.7764127220075,OUT046
FDV40,1152.4094835041294,OUT049
FDZ48,261.49323214921395,OUT010
FDS24,2578.2763553249697,OUT027
FDK44,2869.312589502012,OUT049
FDS48,2530.72370707981,OUT045
FDK26,491.2659225268183,OUT010
FDD23,3092.0204902338182,OUT045
NCH54,2590.091532624205,OUT017
NCP14,241.47557494949794,OUT010
FDM60,130.59312197961836,OUT010
FDV24,2465.364423796237,OUT017
FDH08,3542.7083569768647,OUT018
FDS12,2990.8948298198848,OUT027
FDR39,4890.756093626062,OUT027
FDP12,983.6047087594142,OUT027
DRF60,5834.505736647859,OUT027
FDC09,1647.61429776887,OUT035
FDF50,3004.127321159445,OUT018
FDG28,4018.3249602133305,OUT035
NCE19,872.658440000258,OUT017
NCM53,252.30064738702572,OUT010
NCN18,1712.7383751523955,OUT049
FDF32,3117.9886194793835,OUT035
FDF11,3961.0595329629914,OUT013
DRI59,3812.7968374070315,OUT049
NCG54,2804.144019889805,OUT035
FDM44,1636.5396088726764,OUT046
FDT57,3608.894612453512,OUT018
FDV24,2463.007852771894,OUT046
FDI50,567.295729659258,OUT019
FDS09,772.6874718419987,OUT035
NCC31,4105.737421788337,OUT027
FDQ07,571.9740365580259,OUT019
FDC22,3106.9370746711006,OUT017
FDZ56,2783.209110201683,OUT046
FDZ40,130.59312197961836,OUT019
FDS46,2931.5582967831847,OUT027
DRD24,2063.7019493946805,OUT045
FDV45,3070.180599611245,OUT017
FDL26,2532.2743684961447,OUT045
FDA56,1989.849068774009,OUT018
FDN27,1980.6320318834153,OUT046
FDM20,3983.6623029363877,OUT049
FDO16,1333.9165777362607,OUT017
FDL03,3010.8250941639244,OUT035
FDE58,1964.2913602171925,OUT046
FDI02,2924.0112974139483,OUT027
NCC55,130.59312197961836,OUT019
FDR03,3252.375134793902,OUT018
FDB14,1442.2784578175758,OUT017
FDR45,3967.0513555809844,OUT013
NCN07,2040.2346340761565,OUT017
FDM51,248.15972699414124,OUT019
FDT52,5833.261286929625,OUT027
FDL26,2511.3297587968773,OUT046
NCZ42,3924.661387037998,OUT046
DRI47,368.2139090672501,OUT019
FDW40,2077.3406954115285,OUT013
FDN34,2783.227512736653,OUT046
FDS01,2934.794636572221,OUT035
NCG55,1932.6317102945604,OUT045
FDC11,1359.7417144239053,OUT035
FDX35,3492.7530285887037,OUT018
NCB06,2579.3339345498703,OUT046
FDR09,570.1720175520103,OUT019
FDC53,1538.6456178004676,OUT017
FDY45,4112.474143172526,OUT013
FDA22,385.0588958179134,OUT010
FDE02,1509.3933180763822,OUT035
FDW21,1630.8878061804987,OUT045
FDV34,1181.066137495279,OUT046
FDS59,1656.622804428309,OUT049
NCW17,2054.4950435434434,OUT017
NCK54,1970.4703909066604,OUT046
FDG17,567.8606339929795,OUT019
FDG35,2859.322530583778,OUT017
FDD08,130.59312197961836,OUT010
NCO07,3653.731059614833,OUT017
FDJ10,278.53588852736334,OUT010
FDW36,1647.6079623598641,OUT017
FDW21,239.43982368170427,OUT010
FDY19,1934.4711126597895,OUT017
DRE03,828.381242361534,OUT013
NCC55,643.9459228603507,OUT049
FDH52,134.7952232541579,OUT010
FDO09,4076.4413233345344,OUT017
FDU43,3962.1437177512707,OUT045
FDX09,423.2457772065627,OUT010
FDH40,200.85050825007238,OUT019
FDW58,1647.1116422147875,OUT017
FDC47,3758.0086893696484,OUT017
NCR41,1490.422284197396,OUT035
DRG49,3923.6849460194453,OUT035
FDC52,4089.5720015760476,OUT027
FDY13,1186.1134933069977,OUT046
FDY35,725.9424379379583,OUT013
FDI35,3119.1948344236075,OUT017
NCU18,2096.0323561539794,OUT049
FDY33,2492.461588251413,OUT018
FDC15,4162.144657916199,OUT027
FDU01,3071.6021500520233,OUT049
NCU42,2786.808532555723,OUT046
NCV29,2822.4016891195033,OUT018
NCY30,3040.7917160556453,OUT017
FDQ46,1730.9401411830806,OUT049
FDG58,4105.737421788337,OUT027
FDK33,3649.0770240033353,OUT017
NCD07,1911.9366812977867,OUT045
NCX29,4050.8251045845336,OUT027
NCT42,2424.375825140391,OUT013
DRN59,754.1665947942549,OUT035
FDI44,1276.2496743838203,OUT035
FDA45,2843.1854307530098,OUT049
FDP31,1060.8355829913771,OUT045
FDY01,1948.1701154968746,OUT046
FDT09,2024.3560609312422,OUT018
DRH03,2826.2492802585266,OUT027
FDA36,3023.171826802652,OUT018
NCF31,2478.14426689077,OUT017
FDG14,2471.243930341162,OUT049
FDG28,5834.505736647859,OUT027
FDU14,4108.877335761343,OUT049
FDY47,285.0716923379954,OUT019
FDI56,1379.3259643873237,OUT049
DRD01,1041.5156721659746,OUT013
FDM22,966.5472291119603,OUT046
FDH33,715.2181090633719,OUT013
DRZ24,1939.0659219915572,OUT013
NCQ38,1647.035356821849,OUT046
FDO16,2337.669865051084,OUT027
FDU07,4077.3602809287554,OUT027
NCB07,2994.2926004127457,OUT013
FDU48,2023.772220499716,OUT045
NCM43,2649.7589349318023,OUT045
FDR31,367.9866239633593,OUT010
DRK49,613.1481765630301,OUT018
NCI30,571.5341152714242,OUT010
DRD60,3048.893346265241,OUT017
NCG19,3775.0168291715904,OUT046
FDH12,1647.6079623598641,OUT035
FDM32,1432.7359312394658,OUT035
FDM27,2555.6081147742007,OUT035
NCU53,4245.112428434423,OUT027
NCQ18,1562.5698999942024,OUT046
FDS10,2906.8976898322753,OUT013
FDB33,4162.144657916199,OUT027
FDI12,1414.672309840922,OUT013
NCW42,3671.5391386542256,OUT013
NCC06,2000.6873216860483,OUT018
FDW02,2013.0392399337609,OUT017
NCD43,1648.606259916912,OUT017
FDM57,1338.450273912312,OUT018
FDA58,3873.4976792695893,OUT017
FDK56,3124.6535445134887,OUT046
FDP52,3861.4812547860874,OUT045
FDW20,2006.1915599338145,OUT018
FDS52,1614.191500888856,OUT049
NCT29,1939.9588019848163,OUT018
NCL54,2859.70799258025,OUT013
FDC05,3061.7252738316,OUT045
FDF34,3067.036122532071,OUT035
FDP03,2985.1780492032613,OUT027
FDD32,193.86485917024788,OUT010
FDZ10,2022.147950399428,OUT045
FDZ40,870.6604405492374,OUT035
FDD51,621.0642937957072,OUT018
NCY30,427.85842705621116,OUT019
FDP58,3690.510766336754,OUT017
FDV49,4171.281956821332,OUT017
FDY24,130.59312197961836,OUT019
NCO55,1653.8577561985664,OUT017
FDR13,1926.1582824430545,OUT017
FDS51,993.3428977121143,OUT017
FDP26,1646.3483874593146,OUT045
NCB54,2993.547401357639,OUT027
FDF32,3049.462447798078,OUT017
FDN31,3026.7466029391962,OUT018
DRM48,590.0446525228973,OUT017
FDN20,2765.4799301601447,OUT049
DRL01,3754.6068238473113,OUT046
FDV56,1648.3954963569934,OUT049
DRH13,2900.1697394828543,OUT027
FDA03,2512.3940355372615,OUT017
FDF47,5830.6546983984845,OUT027
FDX32,2517.258953710463,OUT046
FDX57,1529.0920508800152,OUT049
NCA30,3003.4254491567362,OUT045
FDO49,828.8996982867508,OUT013
FDL04,249.18171269540898,OUT019
DRM48,594.7736508887846,OUT035
FDR16,3568.7722887195646,OUT013
NCC19,3032.763923067851,OUT018
NCE42,3965.371872978322,OUT045
FDY24,872.8068263259877,OUT017
FDH19,2861.9045148565965,OUT049
FDJ46,2836.6209601371456,OUT013
FDN45,570.1720175520103,OUT010
FDY08,2022.740695103667,OUT035
FDZ37,1364.5138507157492,OUT035
NCT30,763.0646905424551,OUT045
DRY23,616.147454788236,OUT018
NCZ30,1986.3101403211833,OUT018
FDC44,1854.7971726715532,OUT018
FDB45,1647.1116422147875,OUT035
FDY04,2557.8335451011003,OUT013
FDM27,2572.4696862551573,OUT046
FDZ43,3919.229595604348,OUT017
FDT39,370.6232448757111,OUT019
NCC06,282.03586531469625,OUT019
FDL15,4105.737421788337,OUT027
FDL57,4121.442029701006,OUT017
FDU08,1559.1174305241223,OUT046
FDK40,4198.644426809864,OUT017
FDQ12,566.0586149869639,OUT010
FDS48,2513.6963135901256,OUT017
FDP09,3646.7046016745326,OUT045
FDW21,1558.9029527810771,OUT049
FDY25,3058.340061263133,OUT035
DRE13,1355.7038386511151,OUT017
FDV43,130.59312197961836,OUT019
FDD22,1731.665106692812,OUT045
FDM46,235.11510196067155,OUT019
NCO30,477.1591126794598,OUT010
FDM25,2871.0268636573355,OUT046
NCN41,2036.4162486899854,OUT049
FDU24,1449.362737880759,OUT045
FDZ50,3131.339635316099,OUT046
FDP45,4034.8351822894706,OUT013
NCM54,2015.5930891630478,OUT045
FDW10,421.05770962662217,OUT019
FDP20,2020.8989131592027,OUT017
FDK32,2516.147527815516,OUT046
FDN52,1362.3546458744138,OUT049
FDM58,1714.7238222032697,OUT045
FDZ46,2914.925272314678,OUT027
NCA18,1867.3807390280624,OUT018
FDD35,2079.9144827262794,OUT046
NCK31,760.6534933300795,OUT035
FDI40,2858.5326842883537,OUT027
FDT50,240.03013730137937,OUT019
NCT06,2618.4954892409646,OUT046
FDT31,3021.558553544442,OUT035
FDT45,870.8159639220966,OUT049
FDT13,3094.7922867376624,OUT045
FDO50,1387.7994726447887,OUT045
NCU18,277.99659959911736,OUT010
NCR54,3087.7693843255242,OUT049
NCO18,2818.045156984607,OUT018
FDU09,876.5741455022034,OUT045
FDT13,3026.37813087295,OUT018
FDE09,1749.1603025591246,OUT046
NCK53,248.15972699414124,OUT019
FDG45,3590.2284971129347,OUT049
DRH15,672.9938664385932,OUT035
FDO21,567.8606339929795,OUT019
FDD14,5199.7498999153395,OUT027
FDC09,1647.035356821849,OUT046
FDH45,1001.2984305452353,OUT027
FDV32,1126.2215854387707,OUT046
FDG12,1982.6915971066567,OUT035
FDS32,2062.0570305115234,OUT013
NCL55,3812.004726277559,OUT018
DRE01,3855.299200699954,OUT035
DRE15,1270.921771949565,OUT049
NCL42,3950.2280363640493,OUT045
FDP31,1223.4748850345293,OUT013
FDN33,1437.3712883841,OUT018
FDZ59,2562.2826958691476,OUT046
FDE45,425.19295591346673,OUT010
FDJ07,1977.7907660597339,OUT013
FDQ45,3029.6154050720615,OUT018
FDM33,5830.6546983984845,OUT027
FDO15,151.09451692404906,OUT010
FDM46,1457.751412466049,OUT013
FDR03,3451.5300433609164,OUT045
FDY49,2622.129638573556,OUT018
FDQ60,1932.9459946530703,OUT045
FDW10,2864.2721395946305,OUT049
FDO51,689.5762078567387,OUT049
FDJ40,1642.0981368281675,OUT018
FDS20,3056.0783743956817,OUT018
FDU45,1807.3423332857412,OUT013
FDV02,2795.0967063123435,OUT035
FDN09,3995.162130333419,OUT046
NCM55,5199.7498999153395,OUT027
FDN23,2387.3852340321937,OUT018
FDY31,369.43084214046087,OUT010
FDW03,241.44316476334797,OUT010
FDD14,3058.931157207461,OUT046
FDV23,2004.99652869836,OUT017
DRI03,2856.7717449973534,OUT045
FDN13,1564.6837274701102,OUT035
FDF45,1321.023432232026,OUT027
FDU46,1363.2094350273164,OUT035
FDB57,3696.5531239656966,OUT049
FDV12,1561.4702737654502,OUT049
FDQ58,2425.476344084979,OUT013
NCA18,1907.357545554683,OUT017
FDH52,994.5790443228326,OUT049
FDM24,2387.9632358507506,OUT018
NCP43,4896.472256226425,OUT027
NCO18,424.9504499822139,OUT019
FDM32,1396.1578235065972,OUT017
NCL07,598.5755226511559,OUT017
FDK03,4044.614533217157,OUT013
FDP59,1646.4245636833004,OUT017
FDQ24,4046.8829198866174,OUT049
FDQ16,1641.6372367900592,OUT018
FDU44,2525.668346639853,OUT013
FDH28,130.59312197961836,OUT010
FDV28,130.59312197961836,OUT019
FDM22,869.0363015065782,OUT045
FDR56,3083.047347198058,OUT046
FDV39,3085.8116665407647,OUT049
FDU37,173.9690124814658,OUT019
FDQ11,568.1133459367329,OUT010
FDX02,3783.5427484504885,OUT045
NCS42,1438.1065830160858,OUT018
FDY57,2826.2492802585266,OUT027
FDB21,3838.8851975523767,OUT049
FDE28,3841.137100255061,OUT017
FDQ55,1934.6628445078757,OUT017
FDA48,3653.654317072897,OUT049
FDZ19,2858.0169970252737,OUT045
NCC43,3970.3625489995334,OUT045
NCV18,1355.1527009397228,OUT046
NCA42,2464.8278241984667,OUT018
FDY45,4172.759626192989,OUT046
NCC30,2939.401732074087,OUT045
FDM57,1413.682859765399,OUT013
FDL09,386.30114276230154,OUT010
FDB09,2985.1780492032613,OUT027
FDT44,1944.309963630486,OUT035
NCT06,4242.217406905625,OUT027
FDX26,3133.9694866883765,OUT049
FDK32,2474.6057618515288,OUT013
DRA12,2129.8864527724377,OUT046
FDO46,489.06771775873176,OUT010
FDE52,1412.590686769968,OUT013
NCH42,3836.0784341348567,OUT045
FDV08,618.2847532014886,OUT035
FDB47,3390.394569571581,OUT018
FDC28,261.59353887767577,OUT010
FDD22,1929.588907200275,OUT046
FDS07,2924.0112974139483,OUT027
DRI13,3686.7950481811167,OUT045
FDG32,3457.5184309542474,OUT018
FDU14,4120.3301561797825,OUT017
FDD28,131.1347934453025,OUT019
NCP41,1660.5028829485611,OUT017
FDS08,2888.45225704928,OUT049
FDX47,2532.9076731501937,OUT045
FDC53,246.69879148573816,OUT019
FDQ19,4004.6266846022545,OUT035
FDL14,2491.9146195862168,OUT045
FDM33,569.3544012745353,OUT019
FDA51,1890.4725604630337,OUT045
FDZ27,762.5163568891575,OUT018
FDT04,660.2057836507037,OUT046
DRC13,2051.5779302206847,OUT049
FDR16,5830.6546983984845,OUT027
FDQ03,5830.6546983984845,OUT027
FDE38,2719.3280125010697,OUT035
DRH23,1274.623255248909,OUT027
FDT11,490.24675208332206,OUT019
FDD09,3007.102340504988,OUT035
FDR40,1337.6827579165567,OUT045
FDX07,3040.2347254224082,OUT017
FDR07,1537.53620611583,OUT035
FDA51,1893.2202401863228,OUT017
FDT59,567.4553220592676,OUT019
FDF20,3069.527585051895,OUT017
FDR13,1916.3716233349055,OUT045
FDY26,3617.227781224422,OUT049
FDW04,2023.3400297605156,OUT017
FDK52,3838.294037685666,OUT017
FDN60,2546.7957957469525,OUT049
FDM09,411.63747077869414,OUT019
FDP46,1361.768040133665,OUT049
FDB50,173.26721381061208,OUT019
NCQ29,4030.210122612507,OUT049
FDP16,5833.261286929625,OUT027
FDX33,2471.1410350045453,OUT018
FDP07,509.8052341443608,OUT010
FDN22,4003.8489216409002,OUT046
FDF39,4129.795819257167,OUT049
FDS21,959.41944963941,OUT017
NCM42,1653.5427928524957,OUT013
FDK50,382.2705117675284,OUT019
DRF13,4075.546744217239,OUT027
FDH35,2498.4243404921376,OUT018
FDP60,1553.9229097203436,OUT018
DRJ49,2993.547401357639,OUT027
NCT42,368.67260240269695,OUT019
FDE38,2689.866013797652,OUT049
FDI04,3102.404455782958,OUT049
NCH54,2580.0075602343495,OUT045
FDT56,921.1130962157503,OUT049
DRD15,3535.371000064814,OUT018
FDV58,3020.780366999493,OUT013
FDP21,3130.6529235705843,OUT049
FDH05,3708.284426374282,OUT013
FDR10,4216.872517166062,OUT027
NCP06,2524.8382182686937,OUT045
FDF33,1645.611385642797,OUT049
DRK37,3105.9259082701105,OUT013
DRH49,1329.888467445687,OUT045
FDT58,2641.878204990842,OUT013
FDD41,1634.9041683416078,OUT018
FDP40,1685.2060547302194,OUT018
FDM51,2858.5326842883537,OUT027
FDO45,199.43797020068095,OUT010
FDW33,241.47557494949794,OUT010
FDY24,872.9546188913532,OUT045
FDB10,566.4320643172106,OUT010
FDM40,2071.859279306631,OUT035
NCI06,3044.210169513596,OUT017
FDW12,340.3459790485773,OUT019
FDX48,4108.05130584245,OUT027
NCW05,2894.5182683791463,OUT027
FDX27,1505.9972718280408,OUT017
DRM37,3072.0375334259084,OUT045
FDA38,3920.415584972605,OUT045
FDR36,657.3844398619033,OUT046
FDZ45,3116.0687500587496,OUT046
FDG05,2540.0997145640686,OUT017
FDK28,4181.327947703575,OUT013
FDV47,1353.1475437882896,OUT045
FDN21,2585.7902508797442,OUT045
FDP20,2990.8948298198848,OUT027
FDI35,3107.43357171797,OUT045
DRY23,717.9717788938428,OUT013
FDA56,2033.1735177957262,OUT017
FDB09,2009.6259212030072,OUT013
NCO26,2929.468009607444,OUT027
FDQ49,2448.528280739753,OUT018
FDI52,2980.813185938835,OUT027
FDZ44,2929.468009607444,OUT027
FDZ09,2512.5853654426846,OUT018
FDY03,1920.114087753738,OUT049
NCG42,2042.9132531896691,OUT017
DRI13,5834.505736647859,OUT027
FDQ32,2026.4419039076736,OUT013
FDW16,1388.3503687008663,OUT035
FDU27,789.1283827840681,OUT046
FDR28,384.87506014793036,OUT010
FDQ49,379.29999409176924,OUT010
FDS37,1959.1624114885299,OUT046
FDW26,3437.946522457128,OUT018
FDX12,3710.573645106952,OUT018
NCP06,2464.574215629808,OUT013
FDW45,368.36719888049885,OUT010
NCN30,1486.9125727145845,OUT049
FDN24,870.0366364686798,OUT049
NCL41,984.6645897096231,OUT027
FDR02,261.1446565220351,OUT019
FDD09,441.8389183033316,OUT010
FDS33,200.2432529144218,OUT010
FDU22,1985.0948680776105,OUT045
FDI53,2507.035598463958,OUT013
DRH01,2871.71224939596,OUT049
FDX32,2104.701375926563,OUT013
NCP30,610.732195374612,OUT018
FDB60,3053.1487913981155,OUT045
FDB14,1440.2052653583148,OUT049
NCP02,876.6342009883707,OUT035
FDJ10,2027.291044554142,OUT017
FDG34,1721.2993617154339,OUT046
NCB18,1363.1977303430021,OUT017
FDM16,1136.8093738470031,OUT049
FDW25,1341.5702465793338,OUT018
FDB35,224.78813732850267,OUT010
DRN11,2125.029315433904,OUT013
FDF41,567.2496805946855,OUT019
FDH16,1369.061032035527,OUT045
NCQ50,3428.161063407245,OUT018
DRH23,900.1297322978594,OUT018
DRJ37,2429.852751820038,OUT013
DRJ24,5199.7498999153395,OUT027
FDY16,3057.157314747931,OUT035
FDQ27,1649.8638204957078,OUT045
FDZ33,2491.1304688286496,OUT045
FDF29,2068.5596701373397,OUT045
FDA08,2576.488023784745,OUT049
FDG31,1122.4548096083574,OUT046
FDE34,461.9953166808702,OUT019
NCR30,1453.7778892898793,OUT027
FDV33,4145.668857970102,OUT035
DRZ24,1942.9598157903993,OUT018
NCL54,2869.7508369681955,OUT035
FDR12,2901.02693384193,OUT049
NCC54,3810.800256828664,OUT046
DRN59,825.969563959314,OUT013
FDX50,261.95183464142156,OUT019
FDV31,4800.877728040178,OUT027
NCA29,4386.278378673842,OUT027
FDW60,2929.5960967573546,OUT049
FDX08,3108.9583225971,OUT017
DRD49,3760.5488848298073,OUT013
FDD33,3807.0773614880586,OUT046
FDW35,715.4243549301993,OUT013
FDJ36,1646.3892741043971,OUT017
FDV51,2698.329605073606,OUT035
FDW36,1650.0329356283494,OUT046
FDH35,2586.0470766787776,OUT046
NCS30,2993.547401357639,OUT027
FDN49,603.9505151867334,OUT017
FDL08,3702.0898559318343,OUT018
FDI09,3876.619445757505,OUT013
FDP19,1981.4003324393548,OUT018
FDU21,130.59312197961836,OUT010
NCP41,1653.3614360534903,OUT045
FDY10,1826.365323542498,OUT013
FDP12,587.7676768393035,OUT018
NCN26,1963.02868867751,OUT049
FDK44,2842.3816331499456,OUT013
FDC28,1655.0770983382429,OUT049
FDJ41,5833.261286929625,OUT027
NCT29,2000.9433026735826,OUT035
NCH42,568.1133459367329,OUT019
FDU60,2583.786292309005,OUT018
FDS02,3072.277706023661,OUT045
FDC51,2079.5282766351042,OUT046
FDU03,3050.4889107216186,OUT013
FDX39,3665.436559751255,OUT045
NCY05,130.59312197961836,OUT010
NCL06,5829.410248680251,OUT027
FDD32,1283.1530950804722,OUT035
NCN41,2000.4012383020806,OUT045
NCX53,2145.2949082323207,OUT049
FDU57,369.8170654901744,OUT019
FDQ23,1648.2807427315188,OUT046
FDQ52,4002.1545731285946,OUT045
FDC14,628.8172139858241,OUT045
FDY09,2916.608683176635,OUT035
FDQ28,2543.091760005992,OUT045
FDV25,3751.9594153583403,OUT046
FDJ07,1948.942471947337,OUT035
DRB25,1644.1082423913804,OUT049
FDK52,569.3544012745353,OUT019
FDY52,1392.1119579051676,OUT027
FDB28,3092.008477242501,OUT046
FDT36,592.9384923081772,OUT035
FDV25,3832.4786418665385,OUT017
NCN07,2993.547401357639,OUT027
FDC57,3016.676371655406,OUT017
FDQ03,3621.9793144824034,OUT018
FDU23,2709.825064854075,OUT017
NCX41,3670.3456859325433,OUT035
NCD06,759.4609591931464,OUT035
FDW08,1652.0955257439343,OUT045
NCU29,2471.9301654104884,OUT017
NCE06,2490.1525271604432,OUT013
FDV52,273.2734611314171,OUT010
FDB02,2906.299936136797,OUT017
NCR18,637.0020720434966,OUT045
FDK16,1485.639941377827,OUT049
NCQ29,568.9058435662607,OUT010
FDZ01,247.78867372931774,OUT019
FDW27,2551.6219289121755,OUT035
FDD17,3600.31006805557,OUT018
FDW39,2860.545059912495,OUT013
DRH59,1110.7061357631526,OUT045
FDS52,1636.8839149582202,OUT013
FDU40,5736.499851420112,OUT027
NCF54,2825.2620512202616,OUT013
FDH46,1649.8638204957078,OUT045
NCP14,1642.4152965559433,OUT049
FDH50,3155.625546581363,OUT049
DRF15,372.08409873473016,OUT010
FDV27,2580.6804959333267,OUT027
NCJ06,2038.4540233290963,OUT049
FDN02,3214.030647093921,OUT018
FDQ51,781.4903107883397,OUT049
FDQ07,3715.5633945763316,OUT017
FDS45,1644.3963995361253,OUT049
NCJ06,2008.884273007687,OUT045
FDD36,1956.3768261986386,OUT035
FDY25,3105.858055880646,OUT045
FDU52,2466.2670735049146,OUT046
DRK47,3832.4689054296487,OUT017
NCL30,2020.8989131592027,OUT017
FDN22,4022.9808435864165,OUT035
NCF30,2990.8948298198848,OUT027
FDK03,4120.158158055695,OUT035
FDT45,874.7975750454489,OUT017
NCC54,5829.410248680251,OUT027
