Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCN07,2044.9999515030734,OUT017
FDM51,247.89263098476255,OUT019
FDT52,5848.276719002082,OUT027
FDL26,2511.9099955252586,OUT046
NCZ42,3911.230114059419,OUT046
DRI47,365.54456773530774,OUT019
FDW40,2076.2126480330635,OUT013
FDN34,2786.8675398128676,OUT046
FDS01,2932.567586925295,OUT035
NCG55,1927.5955264248776,OUT045
FDC11,1357.279106465161,OUT035
FDX35,3496.811930985308,OUT018
NCB06,2592.2688020295,OUT046
FDR09,571.3336330683246,OUT019
FDC53,1542.8552876022366,OUT017
FDY45,4095.803850312023,OUT013
FDA22,386.8502164965492,OUT010
FDE02,1517.3428984538623,OUT035
FDW21,1633.073826773413,OUT045
FDV34,1184.2311494135845,OUT046
FDS59,1652.7726844079775,OUT049
NCW17,2062.891269959691,OUT017
NCK54,1964.27968179932,OUT046
FDG17,570.3467506380128,OUT019
FDG35,2859.9214678660333,OUT017
FDD08,131.2680732031797,OUT010
NCO07,3665.2233650329617,OUT017
FDJ10,279.9019674615084,OUT010
FDW36,1652.3982513461497,OUT017
FDW21,240.30752239597257,OUT010
FDY19,1931.0470383962595,OUT017
DRE03,831.9495337226155,OUT013
NCC55,641.3735809062954,OUT049
FDH52,135.22383030241775,OUT010
FDO09,4062.0396058726533,OUT017
FDU43,3994.18466616911,OUT045
FDX09,422.3037526214232,OUT010
FDH40,198.05158955396118,OUT019
FDW58,1650.6824680874267,OUT017
FDC47,3748.9445268179766,OUT017
NCR41,1501.1379938889552,OUT035
DRG49,3925.090397988041,OUT035
FDC52,4049.8825080341794,OUT027
FDY13,1192.663704038262,OUT046
FDY35,731.8618046064701,OUT013
FDI35,3108.6588994686126,OUT017
NCU18,2092.240004300111,OUT049
FDY33,2504.632776391536,OUT018
FDC15,4174.121330142342,OUT027
FDU01,3068.3425275433883,OUT049
NCU42,2788.2884997929345,OUT046
NCV29,2825.9358066355303,OUT018
NCY30,3033.562541129757,OUT017
FDQ46,1746.7486033078148,OUT049
FDG58,4067.1243368852242,OUT027
FDK33,3672.0977663596504,OUT017
NCD07,1912.7924437699744,OUT045
NCX29,3983.7731412270386,OUT027
NCT42,2428.0789086749337,OUT013
DRN59,752.85252037024,OUT035
FDI44,1276.5365482199068,OUT035
FDA45,2833.1078779873387,OUT049
FDP31,1063.2441241465353,OUT045
FDY01,1946.25433446277,OUT046
FDT09,2025.9715303876808,OUT018
DRH03,2833.784187596353,OUT027
FDA36,3034.454374247075,OUT018
NCF31,2474.380104172208,OUT017
FDG14,2465.891872935704,OUT049
FDG28,5848.276719002082,OUT027
FDU14,4097.6617769597015,OUT049
FDY47,283.7471872566577,OUT019
FDI56,1379.4062256199074,OUT049
DRD01,1037.790820405828,OUT013
FDM22,964.9225089667485,OUT046
FDH33,727.9387112651985,OUT013
DRZ24,1937.826482422071,OUT013
NCQ38,1650.7926442189068,OUT046
FDO16,2356.6285441174045,OUT027
FDU07,4038.1820565044222,OUT027
NCB07,2995.0639084443083,OUT013
FDU48,2026.5390031185973,OUT045
NCM43,2662.1704910515346,OUT045
FDR31,361.6234956250584,OUT010
DRK49,616.3582792912505,OUT018
NCI30,572.5602667189725,OUT010
DRD60,3052.8094587798555,OUT017
NCG19,3786.6721834759933,OUT046
FDH12,1652.3982513461497,OUT035
FDM32,1438.9140600353026,OUT035
FDM27,2545.0152476634985,OUT035
NCU53,4267.162572106832,OUT027
NCQ18,1572.4887702656772,OUT046
FDS10,2897.967270662514,OUT013
FDB33,4174.121330142342,OUT027
FDI12,1426.3336188514438,OUT013
NCW42,3650.9793429659812,OUT013
NCC06,2004.8835356727127,OUT018
FDW02,2020.9944714942583,OUT017
NCD43,1651.785682723345,OUT017
FDM57,1343.1173362397674,OUT018
FDA58,3875.806424837197,OUT017
FDK56,3138.6719502419414,OUT046
FDP52,3868.5933531270275,OUT045
FDW20,1997.4004805825027,OUT018
FDS52,1610.7290756801685,OUT049
NCT29,1939.5096397674042,OUT018
NCL54,2856.2933283422226,OUT013
FDC05,3071.63398858584,OUT045
FDF34,3074.2816031390557,OUT035
FDP03,2988.0670807338956,OUT027
FDD32,191.84999099870464,OUT010
FDZ10,2024.918344320507,OUT045
FDZ40,871.899704435637,OUT035
FDD51,623.0172802671088,OUT018
NCY30,428.5175131191886,OUT019
FDP58,3723.3186889002873,OUT017
FDV49,4170.116795238343,OUT017
FDY24,131.2680732031797,OUT019
NCO55,1655.514091050899,OUT017
FDR13,1927.4347875584813,OUT017
FDS51,991.20810683604,OUT017
FDP26,1651.2492344167365,OUT045
NCB54,2995.840229445149,OUT027
FDF32,3061.6760847122523,OUT017
FDN31,3033.5941808181815,OUT018
DRM48,590.6897453556533,OUT017
FDN20,2767.5849915925214,OUT049
DRL01,3758.3659793620936,OUT046
FDV56,1646.9647912047576,OUT049
DRH13,2894.669471230742,OUT027
FDA03,2508.5136188473175,OUT017
FDF47,5847.121008760118,OUT027
FDX32,2515.5371798022966,OUT046
FDX57,1534.5727001143553,OUT049
NCA30,3013.2623559514864,OUT045
FDO49,835.1712457254064,OUT013
FDL04,249.28872433473833,OUT019
DRM48,596.1389150804785,OUT035
FDR16,3583.615952653531,OUT013
NCC19,3049.0827415650383,OUT018
NCE42,3964.887552941008,OUT045
FDY24,873.5309943931384,OUT017
FDH19,2849.3432543545205,OUT049
FDJ46,2839.801284711504,OUT013
FDN45,571.484207837559,OUT010
FDY08,2028.4754020380465,OUT035
FDZ37,1360.0230579198187,OUT035
NCT30,760.1129825340477,OUT045
DRY23,619.9018728519777,OUT018
NCZ30,1987.3435420723586,OUT018
FDC44,1852.023747521146,OUT018
FDB45,1650.6824680874267,OUT035
FDY04,2576.84130743748,OUT013
FDM27,2583.3355328971147,OUT046
FDZ43,3929.818100603682,OUT017
FDT39,367.6813351068697,OUT019
NCC06,281.4985909133789,OUT019
FDL15,4067.1243368852242,OUT027
FDL57,4093.601865624393,OUT017
FDU08,1562.872315035136,OUT046
FDK40,4192.209270428081,OUT017
FDQ12,568.7736157853876,OUT010
FDS48,2508.667178518049,OUT017
FDP09,3662.530015508998,OUT045
FDW21,1563.9136861052639,OUT049
FDY25,3064.7071285899046,OUT035
DRE13,1360.842726498895,OUT017
FDV43,131.2680732031797,OUT019
FDD22,1747.3005861545328,OUT045
FDM46,233.4789583653212,OUT019
NCO30,479.40693667863076,OUT010
FDM25,2861.163737783943,OUT046
NCN41,2030.275642806193,OUT049
FDU24,1455.9783321937782,OUT045
FDZ50,3138.0223921148713,OUT046
FDP45,4003.888252008199,OUT013
NCM54,2018.5355400983265,OUT045
FDW10,420.5721848609503,OUT019
FDP20,2023.6571905246733,OUT017
FDK32,2519.768057754312,OUT046
FDN52,1361.829405666297,OUT049
FDM58,1725.0118801438805,OUT045
FDZ46,2919.186207900685,OUT027
NCA18,1864.0609450392853,OUT018
FDD35,2075.247701654361,OUT046
NCK31,759.3017938991851,OUT035
FDI40,2863.2593953544997,OUT027
FDT50,237.69488319933424,OUT019
NCT06,2621.0721683086076,OUT046
FDT31,3012.394124007179,OUT035
FDT45,867.6509418097464,OUT049
FDT13,3097.0075132960696,OUT045
FDO50,1386.0389394201752,OUT045
NCU18,278.92502142093656,OUT010
NCR54,3094.238904349489,OUT049
NCO18,2823.615191463758,OUT018
FDU09,875.6159234559518,OUT045
FDT13,3029.476509426132,OUT018
FDE09,1764.7127095384496,OUT046
NCK53,247.89263098476255,OUT019
FDG45,3603.0929009064007,OUT049
DRH15,671.547080468833,OUT035
FDO21,570.3467506380128,OUT019
FDD14,5126.9068283768465,OUT027
FDC09,1650.7926442189068,OUT046
FDH45,994.20770185235,OUT027
FDV32,1133.7551326573048,OUT046
FDG12,1992.4908710089728,OUT035
FDS32,2066.8893118377873,OUT013
NCL55,3789.05283834359,OUT018
DRE01,3877.7401067295727,OUT035
DRE15,1270.6625140597832,OUT049
NCL42,3952.2076449401893,OUT045
FDP31,1229.8892293075194,OUT013
FDN33,1448.388053369966,OUT018
FDZ59,2562.8477705659348,OUT046
FDE45,425.7843064990652,OUT010
FDJ07,1979.6847937374541,OUT013
FDQ45,3042.7872553477005,OUT018
FDM33,5847.121008760118,OUT027
FDO15,151.24395374623808,OUT010
FDM46,1469.635005170504,OUT013
FDR03,3467.3701739148237,OUT045
FDY49,2645.8745234584467,OUT018
FDQ60,1943.4665060944158,OUT045
FDW10,2842.467756703192,OUT049
FDO51,678.4232493952209,OUT049
FDJ40,1635.4788269605963,OUT018
FDS20,3061.498605413235,OUT018
FDU45,1817.1905165939877,OUT013
FDV02,2774.3319084156687,OUT035
FDN09,3996.922016885101,OUT046
NCM55,5138.1780141051095,OUT027
FDN23,2374.0148045054184,OUT018
FDY31,366.2290038891972,OUT010
FDW03,242.46712045271778,OUT010
FDD14,3052.817216117828,OUT046
FDV23,2012.0668944186211,OUT017
DRI03,2865.375079632495,OUT045
FDN13,1573.7625108743614,OUT035
FDF45,1311.9846062868442,OUT027
FDU46,1361.114420756567,OUT035
FDB57,3712.09575869269,OUT049
FDV12,1566.6900053992608,OUT049
FDQ58,2421.296645882899,OUT013
NCA18,1910.2987070793897,OUT017
FDH52,993.7691194424885,OUT049
FDM24,2374.9523983539666,OUT018
NCP43,4869.884679972004,OUT027
NCO18,426.08758626973673,OUT019
FDM32,1395.3601258542776,OUT017
NCL07,598.9457894222046,OUT017
FDK03,4019.33774217585,OUT013
FDP59,1648.355172712605,OUT017
FDQ24,4047.8582273053426,OUT049
FDQ16,1635.5895674843184,OUT018
FDU44,2552.1537915553226,OUT013
FDH28,131.2680732031797,OUT010
FDV28,131.2680732031797,OUT019
FDM22,870.4720804456264,OUT045
FDR56,3090.546180989542,OUT046
FDV39,3094.8931880064424,OUT049
FDU37,171.73648205953384,OUT019
FDQ11,570.3245301880021,OUT010
FDX02,3787.264867766172,OUT045
NCS42,1443.1078830791446,OUT018
FDY57,2833.784187596353,OUT027
FDB21,3882.185369217402,OUT049
FDE28,3843.0703503305836,OUT017
FDQ55,1939.938680044093,OUT017
FDA48,3676.363501167137,OUT049
FDZ19,2850.562196675595,OUT045
NCC43,3973.7654539326027,OUT045
NCV18,1355.9005413385325,OUT046
NCA42,2465.5948344493495,OUT018
FDY45,4146.761083524485,OUT046
NCC30,2950.5125391451807,OUT045
FDM57,1425.1397780445875,OUT013
FDL09,388.4208616066925,OUT010
FDB09,2988.0670807338956,OUT027
FDT44,1947.9601906403143,OUT035
NCT06,4267.162572106832,OUT027
FDX26,3136.6454701372127,OUT049
FDK32,2491.8042157219675,OUT013
DRA12,2131.9249920439056,OUT046
FDO46,487.61871477808126,OUT010
FDE52,1424.8348266064897,OUT013
NCH42,3814.1293503478137,OUT045
FDV08,625.4201722519625,OUT035
FDB47,3401.3543784235285,OUT018
FDC28,259.7295034468292,OUT010
FDD22,1929.153389462565,OUT046
FDS07,2922.4637739926666,OUT027
DRI13,3695.58257268075,OUT045
FDG32,3471.432789194288,OUT018
FDU14,4109.423169664346,OUT017
FDD28,131.47839897841664,OUT019
NCP41,1659.081667460188,OUT017
FDS08,2871.2082441728217,OUT049
FDX47,2543.2717935818073,OUT045
FDC53,246.9307980967852,OUT019
FDQ19,4023.657354459644,OUT035
FDL14,2487.966193366617,OUT045
FDM33,571.5064282875696,OUT019
FDA51,1896.6181086255938,OUT045
FDZ27,761.4805003698822,OUT018
FDT04,662.8552600505107,OUT046
DRC13,2054.3490997334598,OUT049
FDR16,5847.121008760118,OUT027
FDQ03,5847.121008760118,OUT027
FDE38,2704.953590334754,OUT035
DRH23,1261.5537088599888,OUT027
FDT11,489.8159539175867,OUT019
FDD09,3001.117291248885,OUT035
FDR40,1330.6608941807053,OUT045
FDX07,3042.8650473724406,OUT017
FDR07,1543.9496597119225,OUT035
FDA51,1899.5644210922044,OUT017
FDT59,570.3913133610077,OUT019
FDF20,3067.4018097984435,OUT017
FDR13,1920.3580276629846,OUT045
FDY26,3644.849211712391,OUT049
FDW04,2026.3104194584978,OUT017
FDK52,3846.2881628976056,OUT017
FDN60,2558.8565984086367,OUT049
FDM09,410.93887690364454,OUT019
FDP46,1357.0231751082174,OUT049
FDB50,170.9839667257925,OUT019
NCQ29,4017.935645789128,OUT049
FDP16,5848.276719002082,OUT027
FDX33,2483.5028784425454,OUT018
FDP07,508.47985655378704,OUT010
FDN22,3985.9263842549994,OUT046
FDF39,4111.045282169044,OUT049
FDS21,961.8385998379199,OUT017
NCM42,1652.6345224015895,OUT013
FDK50,381.82533958830993,OUT019
DRF13,4032.5744981231664,OUT027
FDH35,2503.4165794922274,OUT018
FDP60,1557.0997835678493,OUT018
DRJ49,2995.840229445149,OUT027
NCT42,364.7778977957776,OUT019
FDE38,2688.893114800432,OUT049
FDI04,3099.973976819203,OUT049
NCH54,2592.848916098823,OUT045
FDT56,914.0566562173175,OUT049
DRD15,3523.630752271126,OUT018
FDV58,3028.6824450307154,OUT013
FDP21,3131.3494233021165,OUT049
FDH05,3686.073210947324,OUT013
FDR10,4249.244115989161,OUT027
NCP06,2526.5502121685136,OUT045
FDF33,1645.4171172287688,OUT049
DRK37,3116.781060702304,OUT013
DRH49,1328.72894559127,OUT045
FDT58,2657.9826798016347,OUT013
FDD41,1631.7567565895476,OUT018
FDP40,1687.399114709052,OUT018
FDM51,2867.203431354861,OUT027
FDO45,195.92370006357606,OUT010
FDW33,242.3744059405922,OUT010
FDY24,874.3927060490428,OUT045
FDB10,569.4535519761838,OUT010
FDM40,2068.835530407979,OUT035
NCI06,3051.838851010666,OUT017
FDW12,335.87512152403264,OUT019
FDX48,4077.711311074641,OUT027
NCW05,2888.138074569183,OUT027
FDX27,1514.2143406422133,OUT017
DRM37,3083.8558069735723,OUT045
FDA38,3919.3354817423783,OUT045
FDR36,660.4618870565208,OUT046
FDZ45,3132.927583574419,OUT046
FDG05,2538.2643475108694,OUT017
FDK28,4186.0155100220545,OUT013
FDV47,1354.8415147520811,OUT045
FDN21,2593.885271895207,OUT045
FDP20,2995.840229445149,OUT027
FDI35,3098.195730059063,OUT045
DRY23,728.5912489955768,OUT013
FDA56,2035.781026452868,OUT017
FDB09,2004.7596895685147,OUT013
NCO26,2928.443269613355,OUT027
FDQ49,2458.7634934888165,OUT018
FDI52,2981.488416199176,OUT027
FDZ44,2928.443269613355,OUT027
FDZ09,2520.564807548277,OUT018
FDY03,1922.4071390152762,OUT049
NCG42,2042.4995463201237,OUT017
DRI13,5848.276719002082,OUT027
FDQ32,2030.308864992717,OUT013
FDW16,1388.4194738520828,OUT035
FDU27,786.2339387752279,OUT046
FDR28,384.33769614911864,OUT010
FDQ49,378.63661030059535,OUT010
FDS37,1957.4173208978004,OUT046
FDW26,3450.941106088486,OUT018
FDX12,3725.776900213127,OUT018
NCP06,2481.162960245487,OUT013
FDW45,365.3902480513757,OUT010
NCN30,1496.7710851174497,OUT049
FDN24,869.1383566753327,OUT049
NCL41,978.7390997969513,OUT027
FDR02,260.1233197337025,OUT019
FDD09,447.1708497487198,OUT010
FDS33,195.94246843568257,OUT010
FDU22,1987.2654185528168,OUT045
FDI53,2520.065702920797,OUT013
DRH01,2862.4408576118685,OUT049
FDX32,2102.3202287375893,OUT013
NCP30,614.1210959195679,OUT018
FDB60,3055.2767552284217,OUT045
FDB14,1446.2123849943353,OUT049
NCP02,872.9773598877321,OUT035
FDJ10,2032.6505267295634,OUT017
FDG34,1726.6249248942806,OUT046
NCB18,1364.1257736148996,OUT017
FDM16,1133.017388533218,OUT049
FDW25,1345.5043828037524,OUT018
FDB35,220.36739669223363,OUT010
DRN11,2122.6136770648527,OUT013
FDF41,569.1301819877044,OUT019
FDH16,1370.8559156995004,OUT045
NCQ50,3448.070972065025,OUT018
DRH23,904.0337650856108,OUT018
DRJ37,2432.3063983432216,OUT013
DRJ24,5134.459033227789,OUT027
FDY16,3061.9853469730365,OUT035
FDQ27,1654.191590375664,OUT045
FDZ33,2480.587960832739,OUT045
FDF29,2073.265328622585,OUT045
FDA08,2576.7013118568184,OUT049
FDG31,1125.2722636725057,OUT046
FDE34,467.6770479531688,OUT019
NCR30,1463.0720258755618,OUT027
FDV33,4137.638310392836,OUT035
DRZ24,1937.9372417599716,OUT018
NCL54,2861.6379607725144,OUT035
FDR12,2892.2518455421227,OUT049
NCC54,3797.790053252626,OUT046
DRN59,829.2587842349359,OUT013
FDX50,261.319627087876,OUT019
FDV31,4804.330099822498,OUT027
NCA29,4428.5392414937805,OUT027
FDW60,2923.660576483248,OUT049
FDX08,3103.0473656183513,OUT017
DRD49,3748.2268783605236,OUT013
FDD33,3783.955872368215,OUT046
FDW35,727.2486265797712,OUT013
FDJ36,1652.9058411203105,OUT017
FDV51,2694.999394310322,OUT035
FDW36,1653.5779818027595,OUT046
FDH35,2588.808618069077,OUT046
NCS30,2995.840229445149,OUT027
FDN49,607.3606942398322,OUT017
FDL08,3716.8558898440488,OUT018
FDI09,3864.6323715541557,OUT013
FDP19,1978.0834240046229,OUT018
FDU21,131.2680732031797,OUT010
NCP41,1654.3939326539337,OUT045
FDY10,1837.6016716051447,OUT013
FDP12,589.4246191804187,OUT018
NCN26,1961.4220570587245,OUT049
FDK44,2840.0194799434303,OUT013
FDC28,1651.1160777044033,OUT049
FDJ41,5848.276719002082,OUT027
NCT29,2001.0167616976844,OUT035
NCH42,570.1739554187677,OUT019
FDU60,2598.377382226191,OUT018
FDS02,3092.7571660213875,OUT045
FDC51,2076.646660131254,OUT046
FDU03,3051.5204459061815,OUT013
FDX39,3683.903836243504,OUT045
NCY05,131.2680732031797,OUT010
NCL06,5847.121008760118,OUT027
FDD32,1278.753777414911,OUT035
NCN41,1995.0893568323738,OUT045
NCX53,2143.3525165752912,OUT049
FDU57,367.2338383311381,OUT019
FDQ23,1651.5708037000995,OUT046
FDQ52,4033.369522211575,OUT045
FDC14,631.5011765832834,OUT045
FDY09,2911.2208095273418,OUT035
FDQ28,2547.7711292115364,OUT045
FDV25,3760.474814075717,OUT046
FDJ07,1953.6921054990132,OUT035
DRB25,1645.844750958606,OUT049
FDK52,571.5064282875696,OUT019
FDY52,1399.4438202783613,OUT027
FDB28,3105.818563992166,OUT046
FDT36,595.9170361884705,OUT035
FDV25,3834.315099650552,OUT017
NCN07,2995.840229445149,OUT027
FDC57,3013.1008624611677,OUT017
FDQ03,3611.2486169973995,OUT018
FDU23,2717.529628390035,OUT017
NCX41,3682.8639460333634,OUT035
NCD06,755.4176570796162,OUT035
FDW08,1653.3577727366207,OUT045
NCU29,2458.2955472959666,OUT017
NCE06,2505.150024730751,OUT013
FDV52,270.58739568555103,OUT010
FDB02,2912.573201220202,OUT017
NCR18,638.7387143788178,OUT045
FDK16,1496.5586342137228,OUT049
NCQ29,571.1714925518754,OUT010
FDZ01,248.24496300938804,OUT019
FDW27,2534.114856553508,OUT035
FDD17,3609.85854267307,OUT018
FDW39,2868.968958348062,OUT013
DRH59,1103.7034621738494,OUT045
FDS52,1636.8299226892188,OUT013
FDU40,5726.273521242392,OUT027
NCF54,2818.922573035221,OUT013
FDH46,1654.191590375664,OUT045
NCP14,1645.9764112818389,OUT049
FDH50,3157.2061622095334,OUT049
DRF15,367.93152417110707,OUT010
FDV27,2516.58919429354,OUT027
NCJ06,2034.829355572369,OUT049
FDN02,3241.8308896493363,OUT018
FDQ51,770.9178897445277,OUT049
FDQ07,3738.593650020496,OUT017
FDS45,1645.6422905295224,OUT049
NCJ06,2007.5514316167703,OUT045
FDD36,1956.1387863132236,OUT035
FDY25,3113.762602858542,OUT045
FDU52,2456.535888811434,OUT046
DRK47,3818.8825505155996,OUT017
NCL30,2024.3272241338555,OUT017
FDN22,4020.3882880267593,OUT035
NCF30,2995.840229445149,OUT027
FDK03,4101.073431254042,OUT035
FDT45,873.732452824944,OUT017
NCC54,5847.121008760118,OUT027
FDP08,2929.4136424150975,OUT018
